,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,sum_rev,Dates,Codes
0,183.998422,150.30749,57.923147,82.773955,15.121914,33.292505,23.150417,20.002359,16.701159,13.397781,12.677124,15.471011,17.676618,14.778827,7.659064,10.749259,9.106948,4.605511,7.061864,5.643122,5.838593,9.056949,6.453347,6.828027,8.740043,6.083835,8.625557,4.369556,4.034605,4.978386,6.572372,9.724147,15.030493,17.981164,13.466145,12.546928,8.071223,9.698269,10.899154,8.548459,11.023756,11.254588,8.261011,5.646064,5.816089,5.823076,3.135875,5.405607,5.589064,6.47134,3.157123,2.695474,6.688544,5.01585,5.575309,4.389769,3.677103,5.642228,2.687,5.069349,1.191277,3.724756,7.437955,2.02309,6.342,5.22857,4.158,5.135064,3.967902,5.392433,1.053835,5.134,7.545533,3.212837,5.125234,3.475629,3.154955,3.280835,0.873693,1.117064,1.503,0.63,1.796192,2.336,0.218,2.13,0.0,0.553,1.311475,2.651373,2.029,1.2,0.88,1.1,1.36,1.393064,2.228064,1.07,2.4448,0.6668,1.052629,2.5334,0.21,2.001,0.5,0.578,0.142451,0.0,1.4,0.7,0.887629,0.93,0.0,1.585474,1.58,0.161474,1.573,0.45,0.8,0.71,0.0,0.106428,0.226064,0.372,0.372,1.233,1.433,0.27,1.35,0.968064,0.71,0.42,1.02,1.46,0.372,0.0,0.0,0.68,0.553,1.015,0.0,0.882,0.725277,0.0,0.16,0.675369,0.0,1.285857,2.237409,0.205253,0.717506,0.431474,0.0,1.304,1.03,1.24,0.52,0.73,0.983474,0.0,0.068,0.226064,0.582,0.0,0.096547,0.989064,1.38,0.294064,1.69,0.858,0.44,0.48,0.315,0.0,0.0,0.0,0.0,0.27,1.86,0.69,1.22799,1.072,1.881538,0.5825,0.97,0.431475,0.726941,0.42,0.913834,0.0,0.315,0.0,0.2,0.0,0.0,0.96,0.0,0.492684,0.42,1.092,0.72,0.5,1.31,0.7,0.823,1.03,0.64,0.451,1.732,0.7,0.0,0.21,1.135277,0.338,0.0,0.375,0.161474,0.0,0.0,0.553,0.0,0.887629,0.893,0.0,0.0,0.68,0.423094,0.0,0.17,0.747629,0.315,0.45,0.068,0.7,0.0,0.4,0.0,0.0,0.71,0.0,0.0,0.0,0.393882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0.45,1186.842316,2017-04-10,235
1,238.647416,147.617226,71.474553,60.100299,59.615606,17.313945,32.83272,20.715092,19.958153,17.297465,16.172491,13.070763,13.720622,16.177493,11.337509,12.549789,8.232767,9.010667,8.232676,8.037669,9.773216,10.668738,10.883584,7.900694,6.157786,14.627576,7.782,8.303855,6.413675,3.275402,8.96418,10.17794,13.520793,11.893317,10.021359,11.535451,12.074724,16.384371,11.874883,11.706288,14.393288,11.087489,10.466694,9.889926,10.389122,7.596017,2.872122,6.341409,5.755486,6.853589,4.493827,5.096666,5.615171,7.755645,3.31,6.785936,4.113334,6.224084,2.460956,5.159122,2.257672,4.687962,2.479,1.33,5.418481,4.094803,5.375849,3.772694,5.035,6.215216,4.657071,6.264971,7.37288,4.309,8.106407,3.353827,3.402,3.730786,4.954402,1.838,0.97,2.316755,1.571467,0.0,2.756762,1.93,1.517789,2.25,0.351662,2.75,2.562,0.904,1.850402,0.0,1.0,0.372,0.68,1.047786,0.15,4.157655,0.3,1.570672,0.437017,2.09,1.3205,2.43,0.61,2.13,0.786883,1.612017,0.0,0.52,0.0,0.832,0.02412,0.787,0.0,1.98,1.0,0.768,0.281402,0.21,0.225122,0.0,0.672,1.452,0.0,1.072,0.372,0.27,0.68,0.8,0.49,0.0,0.48,0.372,0.0,0.0,0.057056,0.23,1.14,0.2,1.458802,0.068,0.61,0.152866,0.0,0.375,0.068,0.0,0.0,0.61,0.372,0.375,1.025,0.0,0.56,0.372,0.448,0.84,1.515,0.0,1.25,0.52,0.0,0.0,0.0,0.0,0.152866,1.39,1.032,0.84,0.0,0.0,0.15,0.0,0.233162,0.45,0.24,0.52,2.005,0.953,1.26,0.583853,1.481786,1.824,2.063467,0.328,0.225122,0.71,0.106883,0.0,0.222,0.0,0.0,1.792,0.0,0.0,0.65,0.398,0.974,0.278,0.0,0.0,1.35,0.99,0.197786,0.0,1.058262,0.2,0.0,0.23,0.3,1.03,0.51,0.616883,0.0,0.0,0.0,0.03,1.01,0.5,0.0,0.21,0.375,0.51,1.73,0.0,0.882,0.21,0.4,1.65,0.51,0.0,0.0,0.0,0.0,0.598,0.0,0.0,0.0,0.27,0.0,2.056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.648,0.03,1.003,0.42,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197786,1347.098248,2017-04-11,235
2,224.370228,209.909715,89.91052,53.303989,41.68611,65.224056,19.506798,32.298773,24.134727,25.415016,18.701276,19.914533,14.770361,13.704779,17.772376,16.15711,9.590548,9.63692,8.136868,9.314799,6.099534,9.493,7.800658,10.680834,6.101957,10.695279,9.251254,11.46478,11.456646,6.14346,7.429542,9.751027,13.072243,11.393086,20.970863,20.419311,15.297556,16.668794,18.343381,11.904234,17.624795,15.645871,9.98956,11.687765,11.188933,4.938974,7.819653,3.018408,4.976692,7.797936,6.603885,10.116909,5.903084,5.246939,6.935,6.663669,7.099283,7.196365,5.639913,6.15326,6.296542,5.481542,5.571678,5.62613,3.425,7.177134,7.196088,5.48113,7.03294,4.086741,8.040025,4.654561,7.685542,8.289,3.177084,6.167,6.136974,9.083004,6.253084,4.733523,2.112065,1.708498,3.65713,3.292,3.38413,1.877156,1.166,2.3984,0.948,1.353234,1.93736,2.515023,1.692,1.04,0.68,1.44,1.443,2.8445,1.08,1.346265,3.073236,1.840747,1.06,0.553,1.720376,0.63,1.493755,0.0,2.035,0.948,0.32,0.0,1.430542,0.897703,0.492913,0.0,0.78,0.0,1.180006,1.09,0.55,0.217643,0.4,0.48,1.55,0.17,0.748,0.0,0.902,1.727,0.068,0.372,1.015,0.744,0.0,0.372,0.0,0.205023,0.197542,0.925,1.063,0.0,1.17413,0.835265,1.35,0.68,0.45,0.717542,1.589643,0.324,0.170865,0.48,0.52,0.895084,0.068,0.52,1.085888,0.83,1.085,1.081,0.197542,0.315,0.0,0.068,0.367542,1.258,0.338556,2.382,0.795,0.642,0.56426,0.690691,0.707018,0.8944,0.372,1.575,0.45,0.7,1.405,0.28213,1.518556,1.89,0.7,3.6982,1.25213,1.365,3.295886,2.65,1.092542,0.667643,1.583,0.0,0.0,0.5,0.0,0.162584,0.965542,0.8,0.823,0.0,0.642,0.0,0.205023,1.03,0.0,0.602,0.23,0.955,0.51,1.243,0.0,1.23,0.068,0.79,0.6925,1.063,0.28213,0.197542,0.0,0.0,0.0,0.197542,0.0,0.51,0.449542,0.5,0.0,0.68,0.0,0.23,0.0,0.0,1.02,1.29,1.52,0.0,0.0,0.0,0.0,1.275023,0.85,0.0,0.0,0.0,1.030864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,0.775,0.748233,0.0,0.0,0.8,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.0,0.210691,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1587.262533,2017-04-12,235
3,180.653299,195.221407,118.60973,66.034589,50.716571,48.0575,55.184825,20.036003,31.98694,35.359418,25.269401,19.961402,15.059677,16.207116,11.420125,15.727776,11.331871,9.415881,9.442802,7.065686,13.775257,7.43684,12.561893,11.780052,10.655737,11.271026,7.485358,12.796159,8.6149,5.997735,8.488606,19.092497,12.541035,12.806,11.530803,16.58934,17.107953,19.376264,17.738075,14.325827,18.75306,10.765699,13.916415,14.183995,10.859949,13.523686,10.828455,9.264683,7.839602,7.481,13.828423,7.875843,6.899319,13.686293,9.033204,5.892718,6.368006,6.595386,5.152448,8.911496,9.47492,4.02769,3.59959,5.910379,5.462113,5.409,3.889999,7.866305,8.203416,4.39558,4.985832,4.142003,6.487663,6.525804,8.735986,3.671,10.677965,6.697951,6.146003,3.748926,3.888003,4.895,2.322629,2.838003,2.752,1.67,2.626316,2.87,4.127,2.512,1.773,1.768,3.028,1.929279,1.192,0.50299,1.41,1.933553,0.107285,1.528322,3.198723,1.57606,1.12,1.41,0.718003,2.48,0.222,1.376623,1.4,0.0,1.458,0.42,0.82,1.4,0.977493,0.0,0.0,0.5,1.062,0.205493,0.55,0.372,1.1,0.0,0.40842,0.42,0.372,0.93,0.53,0.068,0.372,0.63,0.242113,1.24,0.824577,0.0,1.5,1.070003,0.324,0.48,1.83,0.15,0.904925,0.68,0.0,1.331,0.51,1.543,1.044,0.82,0.553,0.514747,0.553,1.259,0.98043,1.663,0.0,1.71,1.243,2.038842,1.572,1.6475,1.41,0.603661,1.21,0.44,0.6,1.14,0.0,1.822623,0.882,1.102183,1.05,1.034,0.905,0.27,0.7,0.27,1.003311,0.068,1.154311,0.583613,2.192,1.18,0.372,4.061378,0.222,3.486082,1.942,3.98706,0.977329,1.123495,0.0,0.171219,0.19842,0.0,0.0,1.003,0.998003,0.0,0.0,1.233,1.151,0.222,1.201003,0.52,0.7,0.52,1.48,0.9,1.195,0.821057,0.53,0.0,0.53,0.0,0.0,0.25,0.51,0.748,0.0,0.0,0.278,0.4061,0.068,1.391168,1.501168,0.068,1.04,1.911,1.43,0.792265,0.53,0.375,0.0,0.0,0.973,0.73,1.07,0.553,0.666,0.198003,0.7,0.53,1.52,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.51,0.2,1.27,0.51,0.51,0.56,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689.723965,2017-04-13,235
4,201.993869,141.096038,68.79182,50.872153,44.556351,39.928875,28.183273,36.99458,10.381054,23.678919,14.614349,12.598367,18.779952,17.141986,9.760176,9.360555,14.798598,12.503204,8.165823,11.875347,7.614808,7.506623,7.20259,8.843322,4.666901,6.274957,6.738895,6.507726,10.017971,9.192693,9.389155,12.828494,4.225069,10.913885,10.951158,11.987481,20.21983,11.167168,12.560636,13.915452,17.47385,17.412913,15.533703,13.679691,12.261805,10.94158,15.500338,7.678852,5.94486,4.328757,4.577156,7.634904,5.454976,7.599899,4.531828,7.630588,5.865845,5.916375,4.698513,6.191426,6.269008,6.765268,6.239189,5.688486,5.548207,3.03839,5.897961,5.07792,4.844242,5.478075,5.507092,5.149,2.371361,3.533427,5.408947,3.476928,7.523627,5.060161,2.504392,4.5896,4.406,5.373195,5.487049,2.533147,2.99306,5.222,4.618172,4.159833,0.86,2.187,0.71,0.35106,2.517986,3.021902,2.629988,0.767414,0.0,1.332575,2.672,0.598,0.588,0.748,1.8,0.53,0.647627,2.2868,0.0,1.5118,0.607,1.47,2.199627,0.766,0.0,0.63,0.742893,0.528,0.92,0.907627,0.0,0.8,1.33,0.350575,0.98,0.282575,1.55,0.0,0.654575,0.0,0.0,0.52,0.33,0.7,0.0,0.2788,0.509476,0.71,0.71,0.0,1.028,0.4,1.2,1.02,0.306847,1.492,0.0,0.94,0.23,0.404219,1.990623,0.962575,0.0,1.38,1.565,1.26,0.0,1.0098,0.0,2.101166,0.942207,0.0,0.723104,1.053,0.0,1.1548,0.0,0.0,0.068,1.43,1.132,0.45,0.478799,0.0,1.14,0.45,0.57,0.0,0.097049,0.5,0.0,0.8,0.7,0.797049,1.671375,3.427277,0.89,0.290783,4.598236,1.115518,0.885001,0.762575,2.303,0.42,1.242575,0.242319,0.0,0.0,0.315,0.32,0.0,0.372,0.74,0.375,0.0,0.56,0.0,0.0,0.0,0.0,1.49,1.498888,0.0,0.250281,0.0,0.0,0.56,0.51,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.5,0.91,0.58,0.372,0.0,0.6849,0.0,1.0,0.63,0.0,0.0,1.14,0.5,0.5,0.0,0.0,1.220797,1.005214,1.01,0.0,0.28306,0.0,0.0,1.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2788,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.0,0.0,0.0,0.553,0.2788,0.0,0.0,0.0,0.197627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397.687263,2017-04-14,235
5,171.49925,120.144559,48.52153,40.403648,39.067645,31.417813,22.911842,17.407245,30.84194,7.990444,18.128309,15.767903,7.71761,12.458201,10.617493,8.790824,9.395856,12.186792,10.936615,6.372474,7.592523,5.968966,6.3162,6.126509,2.775879,5.82471,6.075717,4.62501,6.766829,5.845862,11.039678,14.276629,7.836088,4.7361,8.282378,8.555265,6.279941,8.542877,10.876508,12.071357,12.399131,13.697926,7.907092,11.785297,11.284329,7.746683,9.431801,5.288283,8.615057,9.065198,4.266342,3.542368,7.508,4.205892,8.804336,3.465389,6.593499,6.224118,2.578366,3.9252,5.361578,9.275868,9.433776,2.4798,5.376778,1.742,3.444131,2.408299,3.756459,2.349,5.342981,4.472,2.401233,5.13764,5.597051,5.73045,6.071055,5.041659,4.114735,4.640903,4.402687,5.107604,4.825,3.268628,0.832499,2.001,2.492,1.5609,1.317738,1.154131,3.325,1.872,0.497006,1.838106,1.886706,2.323,0.0,1.042869,0.0,0.698,0.242368,2.216,0.74,0.0,0.372,1.443131,1.207,3.062,1.872,0.0,1.65184,0.372,1.678131,0.48,0.621,1.0,0.55,1.107,0.9,1.9,0.372,0.242368,0.771131,0.0,0.72,0.0,1.233,1.21,0.56,0.5,0.2,0.894869,1.462,0.0,0.68,0.0,0.744,0.42,0.7,0.7,0.0,0.44,0.0,1.02,0.445,0.0,0.7,0.805026,0.608,1.33,0.53,0.0,1.126,1.042368,0.315,0.4,0.0,0.32,1.457342,0.637342,0.58721,0.7,0.218131,1.2,2.224,0.3,0.0,1.35,0.61,0.0,0.218131,0.372,0.68,0.852546,0.106869,0.42,1.293368,0.315,0.0,0.8,0.242368,0.61,1.595,0.372,1.500128,0.068,0.51,1.71,0.982,0.51201,2.475297,0.602,0.372,1.846,0.0,0.0,0.553,0.451,0.372,0.0,0.622,0.56,0.0,0.82,0.0,0.0,1.052,1.19,0.3,1.548,0.242368,0.23,0.590131,0.4,0.55,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.4,1.38,0.0,0.0,0.0,0.0,0.435255,0.0,0.870987,0.290842,1.01,0.0,0.0,0.69,0.0,1.079717,0.0,0.53,0.372,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.33,0.5,0.0,0.372,0.0,1.23,0.0,0.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.53,1170.261763,2017-04-15,235
6,201.183739,113.158614,54.65239,33.595892,33.427737,24.445968,26.661861,25.399283,20.652001,25.741507,6.039815,11.860006,14.538388,13.181057,11.353635,9.912512,13.071283,8.383014,8.580141,10.772488,7.892856,4.018111,6.375214,4.921322,4.779079,5.478336,6.805576,8.8663,8.4306,2.691627,7.978228,11.400417,9.858988,8.03869,5.751498,8.67977,4.276946,6.463633,10.169634,8.221439,5.84025,6.975122,13.417217,14.383759,10.43654,12.041218,8.870593,7.128941,8.6136,5.288139,6.1932,2.83,2.94321,4.72335,3.484368,7.9857,6.568953,5.586867,4.577,3.31033,5.928108,4.629126,5.708438,5.012621,4.355131,1.760707,0.722862,6.0259,3.384562,4.07635,4.7438,4.563,5.688789,7.588268,7.396081,6.6846,3.332,5.5848,5.427872,3.625368,2.604368,3.652,3.221769,2.6289,1.045,3.632368,0.818,0.802368,2.300476,4.35,2.449,0.515815,1.402,1.936021,1.2702,1.052,0.53,2.738,0.372,1.30235,0.792,0.218131,1.7908,0.1881,0.7,1.118115,1.412368,1.387115,1.54,0.828553,0.52,0.795368,1.442368,1.073,0.0,0.185815,1.115,0.578,0.45,2.218869,0.9648,0.746,0.68,0.5,2.452,0.621,0.0,0.242368,0.0,0.0,0.91,0.4,0.744,0.0,1.010131,1.71,0.548131,0.42,0.0,0.0,0.553,0.553,0.772,0.68,0.42,0.246,0.7,1.26,0.7,0.0,0.0,0.0,0.0,0.246,0.0,1.2488,0.96579,0.23,0.216,0.0,0.372,1.232,1.81121,1.295815,0.52971,0.5,0.372,0.758241,0.23,0.267191,0.52,0.1881,0.0,0.185815,0.0,0.218131,0.464615,0.8725,0.72,1.600241,0.0,0.0,0.679,0.8,0.0,1.5898,0.205255,1.5,2.16,0.246,1.0701,0.5088,0.878131,0.298,0.715,0.0,0.0,0.1881,0.0,0.48451,0.0,1.496,0.0,0.7,0.61,0.51,0.0,0.882,0.0,0.0,0.659862,0.5,0.0,0.5,0.0,0.0,0.56,0.0,0.23,0.2625,0.0,0.0,0.0,0.242368,0.0,0.0,0.299249,0.372,1.31,0.68,0.0,0.0,0.0,1.19,0.0,0.372,0.0,0.5,0.32,0.56,0.428183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1161.832019,2017-04-16,235
7,201.178095,128.323776,58.504276,41.22605,35.319181,24.715311,20.754916,22.076134,21.132382,17.085593,17.623794,7.000554,21.798266,12.141205,13.268667,6.968946,10.746805,5.527544,7.77505,10.982522,10.617528,6.23235,9.143802,6.426037,5.195038,6.193992,9.043189,6.264159,5.666115,3.798121,4.875721,14.042807,10.699505,7.44578,6.328578,5.218267,7.666899,7.201339,8.112845,10.189527,10.828162,10.366643,10.064979,9.580465,6.546334,6.91709,8.179642,6.760592,10.323928,8.333837,6.511335,4.936121,5.636037,2.98635,3.056824,4.278,4.971585,6.901121,5.270977,7.35,3.547865,5.826,8.792,9.388502,5.663998,5.606,3.733191,1.944174,5.618246,3.6116,1.744728,8.02023,4.761014,5.026,4.195,4.289,4.088121,4.140478,5.012,4.788596,3.190198,3.571802,5.27035,2.262115,3.048496,2.3916,2.027742,3.272,1.08,0.355452,0.900472,1.332,2.35135,2.328332,0.612,0.857,1.002,0.553,1.299,2.951228,0.855164,1.1026,1.268,0.0,1.625,0.88335,0.953,1.0,1.038115,0.577241,1.672,1.76235,1.727723,1.74035,1.0196,0.88,0.0,0.699228,0.0,0.985802,0.7,1.453,0.68,0.72,1.52,1.098,0.0,0.23,0.0,0.451,0.0,0.0,0.33,0.86,0.63,0.4,0.68,0.0,0.663596,2.183,0.69,0.33,0.23,0.8,0.40235,0.0,0.218115,0.57,0.0,0.372,0.669,0.355457,0.3,0.0,0.0,0.4,0.24235,0.246,0.745802,0.61,0.924174,0.0,0.0,0.98,0.0,0.136,0.9766,0.0,0.7,0.553,0.0,0.588,0.0,0.0,0.7,0.44,0.705802,0.768,0.42,0.0,1.454541,0.5,0.906,0.0,0.294627,1.072,3.557,2.316,1.88,2.720115,2.854,1.53035,1.729,2.05235,0.63,2.6706,0.0,0.553,0.553,0.0,0.372,0.0,0.0,1.216,0.0,0.0,0.0,0.068,0.33,0.0,0.398,0.0,0.0,1.582,0.0,0.372,1.469,0.15,0.51,0.442,0.0,1.33,0.0,0.0,0.0,0.553,0.0,0.4216,0.0,0.0,0.553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.154196,1.482241,0.0,0.224174,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.394131,2017-04-17,235
8,191.291804,137.747899,60.579701,34.085004,33.144008,24.159715,18.567223,24.474909,24.488238,21.039993,17.047913,15.814593,8.26261,14.063115,14.008992,11.298003,9.657547,7.993792,8.041268,5.915908,10.594187,10.250862,8.642465,11.212137,5.866687,4.590279,9.410065,8.5343,4.5936,3.74985,5.496838,8.268491,13.540096,10.115065,9.547795,4.932907,6.409937,8.365356,5.450283,5.404563,10.188141,10.757562,11.000255,15.582172,9.040276,11.096104,9.66746,11.001879,8.874232,8.779287,9.91527,5.39681,5.098567,2.060715,5.997326,3.324106,6.004599,6.88499,9.135978,4.537383,4.034157,4.196222,5.977106,4.766019,6.22498,7.279695,3.11,5.006841,2.992309,6.143319,4.484835,3.702156,4.7,4.3055,4.654376,4.76695,4.0156,4.807,4.460653,3.605299,4.463339,4.944245,3.882115,5.55635,2.950798,3.145827,0.772,1.9316,2.536,2.640037,1.41,2.324,3.1996,2.164115,2.309496,1.077806,0.068,1.220115,0.0,0.44,0.52,1.81635,1.512,0.136,2.075,0.999,0.16,0.578,1.352,1.068,2.047,0.0,1.872,2.343,2.331,0.0,0.24,0.0,1.34,1.25,0.227204,0.944,0.222,0.0,1.713,0.61,0.936,1.270115,0.973115,0.969,0.0,0.0,0.372,0.218115,0.0,1.073,0.23,0.0,0.0,1.03,0.0,1.65,0.068,0.34,0.697,0.817756,0.068,0.267191,0.51,0.99535,0.0,0.372,0.82,0.308,0.452,0.0,0.0,0.51,1.11,0.0,0.57,0.892,1.077447,0.812376,1.12,0.622,0.0,1.273,0.372,0.29,0.8,0.598,0.068,0.0,0.165,0.48,0.97,0.0,1.452,0.0,0.0,0.48,0.222,0.246,0.81235,1.035957,0.137496,0.468,1.348,1.7,2.624,0.8605,2.8836,0.0,0.15,1.954065,0.263232,1.428376,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.242357,0.594,0.0,0.7,0.0,0.594,0.786257,0.0,0.3783,1.358,0.942,0.41435,0.0,0.513191,0.416222,0.52,0.51,0.0,0.068,0.17,0.53,0.24,0.53,1.002,1.039344,0.85,0.0,1.19,0.91,0.0,1.44,0.21092,0.0,2.022,0.51,1.25,0.0,0.0,0.0,0.670616,0.51,0.072792,0.267191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,1235.587055,2017-04-18,235
9,201.695511,153.78137,42.379889,41.580494,27.53801,20.659445,27.560476,19.919267,15.43922,18.436314,18.355369,13.23695,13.953738,4.284536,7.724343,8.954981,10.273477,5.382656,9.90864,9.193856,3.935276,9.200756,9.411917,7.74296,4.654962,5.5737,3.055,6.368284,1.172,6.135514,8.102716,6.448123,6.880486,10.516754,12.333443,14.468225,10.545123,3.248569,5.398836,7.750924,8.755751,7.265496,9.559865,6.808025,13.426128,8.000738,15.839733,6.402109,9.131838,4.0748,7.762294,7.964031,5.063875,3.469,2.498,3.299294,5.245344,3.648752,4.340994,4.889649,2.389024,4.637276,6.397673,6.865962,6.322696,6.436266,7.813652,4.713,2.323794,2.543,3.153803,5.639573,2.257892,3.506724,3.306377,2.381,5.937075,3.058684,4.152,5.973291,3.620518,2.892123,4.985288,7.276746,2.629,2.584123,1.9903,3.026,2.082,1.304,0.922,0.616,1.23,3.033752,0.9757,0.0,1.3605,0.74,0.647024,2.309378,1.7472,1.82,0.0,2.665252,0.86,0.661252,0.553,0.0,2.671252,0.0,1.780518,2.5346,1.08771,1.161016,1.44,0.23,0.872123,1.068,0.0,0.61,0.951,0.0,0.961375,0.23,0.51,0.6,0.0,0.0,0.982,0.0,0.882,0.23,0.442,0.372,0.4,0.0,0.267442,0.0,0.0,0.71,0.0392,0.95,0.97,0.792,1.714,0.0,0.0,0.5356,0.0,0.0,2.342,0.71,0.374,0.56,0.666751,0.53,0.800875,1.675,0.0,0.0,0.068,0.246,1.27,0.68,0.0,0.211252,0.23,0.33,0.679,0.4,0.17,0.0,1.7552,0.7,0.0,0.068,0.51,0.195298,0.4216,0.68,1.343375,0.646,0.0,0.0,2.554,0.0,0.0,2.799252,1.284,0.4216,2.137252,0.7,0.24264,2.654232,0.553,2.283752,0.6,0.783,0.45,0.048,0.269,0.211252,0.0,0.246,0.0,0.0,0.136,0.995,0.22,0.222,1.21,0.63,0.548,0.186024,0.42,0.0,0.8,0.588,0.45,0.0,1.421,0.181924,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.042,0.0,0.0,0.0,0.0,0.23,0.0392,0.0,0.553,1.25,0.935901,0.299966,0.5,0.315,0.925,0.0,0.0,0.923752,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068,0.558,0.251877,0.0,0.23,0.372,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.32,0.0,0.0,0.0,1176.497555,2017-04-19,235
